,Date Received,Product Name,Sub Product,Issue,Sub Issue,Consumer Complaint Narrative,Company Public Response,Company,State Name,Zip Code,Tags,Consumer Consent Provided,Submitted via,Date Sent to Company,Company Response to Consumer,Timely Response,Consumer Disputed,Complaint ID
1558,2013-08-15,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,1.7240794163010367,-1.3181513194822785,JPMorgan Chase & Co.,TN,37876.0,Older American,52.21718508793285,Web,2013-08-15,Closed with explanation,Yes,No,489985
1559,2013-08-22,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,1.7802017790899758,-1.8892718547469434,Alorica Inc.,VA,22193.0,Servicemember,48.45282042348832,Web,2013-08-22,Closed with explanation,Yes,No,500411
1560,2013-08-09,Mortgage,Conventional fixed mortgage,Settlement process and costs,,2.185478107208981,-1.5126286137820257,TD Bank US Holding Company,PA,19022.0,,67.03995277479446,Web,2013-08-12,Closed with monetary relief,Yes,No,485193
1561,2013-08-02,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,2.410251160568877,-3.0463246052290582,CIT Bank National Association,CA,91941.0,,52.037325827887216,Referral,2013-08-06,Closed with explanation,Yes,No,472877
1562,2013-08-09,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.9803042980276686,-1.3802682613713393,JPMorgan Chase & Co.,MI,48382.0,Servicemember,39.673142509298145,Fax,2013-08-12,Closed with explanation,Yes,No,484596
1563,2013-08-05,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,2.860323437230462,-1.0405166360813585,PNC Bank N.A.,GA,30032.0,,58.3972292332017,Web,2013-08-07,Closed with explanation,Yes,No,473719
1564,2013-07-26,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.8366168451798535,-0.854459884125448,Wells Fargo & Company,CA,94566.0,,48.00798151389093,Referral,2013-07-30,Closed with explanation,Yes,No,454622
1565,2013-08-05,Credit card,,Customer service / Customer relations,,1.581028684729405,-3.043033381938908,Bank of America,NY,10010.0,,71.513987872224,Web,2013-08-04,Closed with explanation,Yes,Yes,473724
1566,2013-07-26,Bank account or service,Checking account,Problems caused by my funds being low,,1.5274564476818733,-0.8955712326757166,PNC Bank N.A.,IL,60091.0,,13.153193978579926,Referral,2013-07-30,Closed with explanation,Yes,No,468256
1567,2013-08-15,Bank account or service,Checking account,Deposits and withdrawals,,2.345312403433081,-1.3745840489963466,Bank of America,MI,48205.0,,92.64509736512343,Postal mail,2013-08-21,Closed with explanation,Yes,No,489969
1568,2013-08-09,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,5.933904629593918,-0.5850759700583243,"Bayview Loan Servicing, LLC",TX,77082.0,,99.73838865990639,Referral,2013-08-12,Closed with explanation,Yes,No,485310
1569,2013-08-05,Credit card,,Identity theft / Fraud / Embezzlement,,0.7176739595505601,-3.0454625157755397,Synchrony Financial,CA,93703.0,Older American,13.604853437314771,Web,2013-08-05,Closed with explanation,Yes,Yes,473726
1570,2013-08-05,Debt collection,Credit card,Communication tactics,Frequent or repeated calls,1.6400907897287458,-0.519664183949724,JPMorgan Chase & Co.,WI,53073.0,,2.4169780864032715,Web,2013-08-04,Closed with explanation,Yes,No,473727
1571,2013-07-26,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.9002115956664896,-2.165659901348156,Wells Fargo & Company,FL,33172.0,,91.18777546918757,Referral,2013-08-02,Closed with explanation,Yes,No,475427
1572,2013-08-22,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt is not mine,0.9003904222477908,-0.7663665207203811,Nelnet,FL,32765.0,,10.899731702752542,Referral,2013-08-22,Closed,Yes,No,500010
1573,2013-08-02,Credit reporting,,Incorrect information on credit report,Personal information,0.6696565409452566,-1.9404875263119776,Experian,FL,34237.0,,3.828883199978957,Postal mail,2013-08-26,Closed with explanation,Yes,No,472842
1574,2013-08-09,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.8956149792890509,-2.204550807907137,Bank of America,CA,95241.0,,67.54254183017963,Referral,2013-11-04,Closed with explanation,Yes,No,485404
1575,2013-08-05,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,2.1488867227303103,-1.7187592189153502,PHH Mortgage,NC,27834.0,,12.685276704548844,Web,2013-08-07,Closed with explanation,Yes,No,473732
1576,2013-08-05,Debt collection,Medical,Improper contact or sharing of info,Contacted employer after asked not to,2.467592086234134,-0.6713518446468676,Rash Curtis and Associates,CA,94566.0,,42.66300052585928,Web,2013-08-04,Closed,No,,462458
1577,2013-07-26,Debt collection,Medical,Cont'd attempts collect debt not owed,Debt is not mine,2.0962342682200727,-0.5911313669951919,"Expert Global Solutions, Inc.",CA,95073.0,,92.08129877567355,Referral,2013-08-02,Closed with explanation,Yes,No,468265
1578,2013-08-05,Mortgage,Conventional fixed mortgage,Settlement process and costs,,1.0396020792269947,-2.072477706837675,Ditech Financial LLC,CO,81650.0,,47.91081775237037,Web,2013-08-07,Closed with explanation,Yes,No,473735
1579,2013-08-05,Credit card,,Late fee,,0.5011633736475154,-0.9491927385846022,Amex,MA,2138.0,Older American,34.53685682166079,Web,2013-08-05,Closed with monetary relief,Yes,No,473736
1580,2013-08-05,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,1.8852345138479571,-1.4060374308059012,Ocwen,CA,91786.0,,50.17296918195991,Web,2013-08-07,Closed with explanation,Yes,Yes,473740
1581,2013-08-05,Bank account or service,Other bank product/service,"Account opening, closing, or management",,3.1292894927786254,-1.7916884838278953,Citibank,CA,95437.0,Older American,83.52311896798834,Web,2013-08-08,Closed with explanation,Yes,No,480397
1582,2013-08-09,Consumer Loan,Vehicle loan,Managing the loan or lease,,1.590871439979155,-1.8731056375879316,Pentagon FCU,,,,80.3018945319117,Email,2013-08-20,Closed with monetary relief,Yes,No,486837
1583,2013-08-05,Student loan,Non-federal student loan,Problems when you are unable to pay,Problems when you are unable to pay,0.731413227898333,-2.185955610272674,"Navient Solutions, Inc.",NC,10128.0,,30.958496313930958,Web,2013-08-05,Closed with explanation,Yes,No,473744
1584,2013-08-05,Credit card,,Arbitration,,1.9786521850017462,-1.221251949422678,Bank of America,NY,10010.0,,38.63021372213575,Web,2013-08-05,Closed with explanation,Yes,Yes,480045
1585,2013-08-22,Credit card,,Closing/Cancelling account,,0.7272241168128197,-0.8170634366522841,Citibank,RI,2885.0,,62.45511414381796,Web,2013-08-22,Closed with non-monetary relief,Yes,No,500697
1586,2013-08-05,Debt collection,Non-federal student loan,Cont'd attempts collect debt not owed,Debt was paid,1.92429603116799,-1.1517595631502955,"CCB Credit Serivces, Inc",,,,1.9897976349050808,Web,2013-08-08,Closed with explanation,Yes,No,473747
1587,2013-08-15,Credit card,,Forbearance / Workout plans,,0.5070442938165187,-0.8729816106728716,Bank of America,TX,75044.0,,9.138024164909721,Web,2013-08-15,Closed with explanation,Yes,No,490030
1588,2013-08-22,Credit card,,Closing/Cancelling account,,2.6392240328299015,-2.487784021307583,Capital One,IA,51038.0,,61.23636527096605,Web,2013-08-22,Closed with monetary relief,Yes,No,499335
1589,2013-08-05,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.9604835335796631,-1.7879350564831238,JPMorgan Chase & Co.,AZ,85226.0,,95.39572788095889,Referral,2013-08-07,Closed with explanation,Yes,No,473752
1590,2013-08-05,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.7086298988649232,-2.7392087675103727,Bank of America,CA,92563.0,,89.06919009356363,Referral,2013-08-08,Closed with non-monetary relief,Yes,No,473756
1591,2013-08-05,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,0.8179047837966051,-0.5021086984639902,Ditech Financial LLC,CA,90042.0,,52.88277196947606,Referral,2013-08-07,Closed with explanation,Yes,Yes,473772
1592,2013-08-22,Student loan,Non-federal student loan,Repaying your loan,Repaying your loan,0.6189045156063553,-2.2467160180993075,"Navient Solutions, Inc.",MN,55103.0,,78.96092809845128,Web,2013-08-23,Closed with non-monetary relief,Yes,No,500706
1593,2013-08-15,Mortgage,FHA mortgage,Settlement process and costs,,0.8639959777157337,-0.7669471256135971,JPMorgan Chase & Co.,NJ,8757.0,,23.833960661240788,Web,2013-08-15,Closed with explanation,Yes,No,490037
1594,2013-08-02,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,1.7278654048022062,-1.1020860456221455,Bank of America,CA,92618.0,,69.46626133447876,Web,2013-08-07,Closed with explanation,Yes,Yes,465247
1595,2013-07-26,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,1.4123569476292155,-2.0064799159674633,Wells Fargo & Company,WA,98011.0,Older American,19.805858770246292,Phone,2013-07-30,Closed with explanation,Yes,Yes,468294
1596,2013-08-09,Money transfers,Domestic (US) money transfer,Other service issues,,1.7199046262296669,-2.2677367873040897,The Western Union Company,TX,76051.0,,92.35899695466816,Fax,2013-08-19,Closed with explanation,Yes,No,485207
1597,2013-08-05,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.6203766338425676,-1.3065102746932387,Flagstar Bank,CA,93292.0,,65.39596921001038,Referral,2013-08-20,Closed with explanation,Yes,Yes,473321
1598,2013-08-05,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.7273959546083324,-1.6541984041392535,Bank of America,TX,77493.0,,4.017147658559068,Referral,2013-08-06,Closed with non-monetary relief,Yes,Yes,473800
1599,2013-08-22,Mortgage,Other mortgage,Settlement process and costs,,1.6272200125486602,-0.7689926177638499,Regions Financial Corporation,AL,35806.0,,82.12000569243989,Web,2013-08-26,Closed,Yes,Yes,500068
1600,2013-08-15,Credit card,,Delinquent account,,0.9069559448766864,-2.7642118161295652,Citibank,DE,19807.0,Older American,1.8412310481837133,Referral,2013-08-16,Closed with explanation,Yes,No,488803
1601,2013-08-22,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,1.4928003863407993,-1.7042049159217032,"I.C. System, Inc.",IA,52722.0,,50.29374461816009,Referral,2013-08-29,Closed with explanation,Yes,No,500724
1602,2013-08-22,Bank account or service,Savings account,Deposits and withdrawals,,0.7942369425652852,-1.0002818351260814,Wells Fargo & Company,FL,33164.0,,57.2727675650937,Web,2013-08-26,Closed with explanation,Yes,No,500726
1603,2013-08-09,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.6219338268843316,-1.339530526609128,Loan Care,NY,10459.0,,53.49984806310623,Referral,2013-08-12,Closed with explanation,Yes,No,485611
1604,2013-08-22,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,2.1719839376083776,-1.0909705607972138,Bank of America,CA,92071.0,,6.974331749093772,Referral,2013-08-26,Closed with explanation,Yes,No,499795
1605,2013-08-09,Consumer Loan,Vehicle loan,Problems when you are unable to pay,,0.8642077236537178,-0.5949999843943161,Exeter Finance Corp,GA,30236.0,,25.48366165784577,Web,2013-08-12,Closed with explanation,Yes,No,485213
1606,2013-08-09,Bank account or service,Checking account,Using a debit or ATM card,,0.6157585723236073,-2.1035063639701983,GC Services Limited Partnership,WA,98148.0,,29.49280149280839,Fax,2013-08-12,Closed with non-monetary relief,Yes,No,484659
1607,2013-08-05,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.300752956552206,-0.5615983244812117,JPMorgan Chase & Co.,MD,20794.0,,93.00886302153003,Referral,2013-08-07,Closed with explanation,Yes,No,479595
1608,2013-08-15,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,0.9459907877005023,-0.7507380274960085,Wells Fargo & Company,IL,60002.0,Older American,85.46108934270086,Web,2013-08-15,Closed with explanation,Yes,Yes,490061
1609,2013-08-09,Mortgage,FHA mortgage,"Application, originator, mortgage broker",,3.5771123323828187,-0.8936254302162843,"Americas Mortgage Professionals, LLC",FL,32746.0,,14.335500799239925,Web,2013-10-08,Closed,Yes,No,485221
1610,2013-08-22,Credit card,,Billing disputes,,1.212365589259036,-1.332257014425785,Citibank,MD,20768.0,,2.234278912338884,Web,2013-08-22,Closed with monetary relief,Yes,Yes,500094
1611,2013-07-27,Mortgage,FHA mortgage,Settlement process and costs,,0.596145502059219,-1.8107743639544711,Bank of America,FL,32311.0,,10.846768018000784,Phone,2013-07-31,Closed with explanation,Yes,Yes,455816
1612,2013-07-27,Credit reporting,,Incorrect information on credit report,Account terms,0.926645890774991,-1.4811558897220272,"TransUnion Intermediate Holdings, Inc.",AL,36533.0,,76.33566614331107,Web,2013-07-26,Closed with non-monetary relief,Yes,No,479888
1613,2013-08-15,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",,3.7199013892865893,-2.1322001677457463,Citibank,NY,10472.0,,53.18680036100155,Postal mail,2013-08-19,Closed with explanation,Yes,No,490049
1614,2013-07-27,Bank account or service,Checking account,"Account opening, closing, or management",,0.5749623610056568,-0.9372606920051278,Wells Fargo & Company,NC,27545.0,,75.14519751650298,Web,2013-07-29,Closed with explanation,Yes,Yes,468317
1615,2013-08-02,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",,1.1694719088188754,-0.5751538054343605,Citibank,CA,90303.0,,91.7783364856195,Fax,2013-08-05,Closed with explanation,Yes,No,461410
1616,2013-08-02,Credit card,,Billing disputes,,0.7472815426452747,-0.7228697228152587,Bank of America,NJ,7003.0,,59.128644539096484,Web,2013-08-02,Closed with explanation,Yes,No,472958
1617,2013-08-02,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,0.6511495557159712,-0.8529518749511361,Bank of America,FL,33027.0,,75.8337216435968,Web,2013-08-06,Closed with explanation,Yes,Yes,480014
1618,2013-08-05,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,1.8214433913955037,-1.8325908464995933,Bank of America,OH,45694.0,,4.990377066829405,Referral,2013-08-07,Closed with non-monetary relief,Yes,No,473812
1619,2013-08-05,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt was discharged in bankruptcy,0.7458554620512619,-2.1064516135647127,Allied Interstate LLC,MD,21286.0,,12.600635445569266,Web,2013-08-05,Closed with non-monetary relief,Yes,No,473764
1620,2013-07-27,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.8536667867832815,-1.3188484981082982,Bank of America,TX,75035.0,,48.24951758601531,Web,2013-07-30,Closed with explanation,Yes,No,475887
1621,2013-08-22,Consumer Loan,Vehicle lease,Managing the loan or lease,,1.1185735350659778,-1.0650230829704872,Wells Fargo & Company,CO,80128.0,,46.36103348602827,Web,2013-08-23,Closed with explanation,Yes,No,500101
1622,2013-07-27,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,1.1779542525221043,-0.5122952473377463,CIT Bank National Association,CA,95209.0,,19.06408505667475,Web,2013-08-02,Closed with explanation,Yes,Yes,468119
1623,2013-08-05,Bank account or service,Savings account,"Account opening, closing, or management",,0.5241400278762943,-0.849650043138994,Bank of America,TN,37221.0,,5.719762170934226,Web,2013-08-07,Closed with monetary relief,Yes,No,467715
1624,2013-08-05,Credit reporting,,Incorrect information on credit report,Account status,2.5312475989112646,-1.188778309333295,Experian,TX,77401.0,Older American,25.668033196218047,Web,2013-08-05,Closed with explanation,Yes,Yes,473782
1625,2013-07-27,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,0.9707845362854673,-1.5127523636431113,Wells Fargo & Company,PA,16426.0,,12.338011206532428,Web,2013-07-30,Closed with explanation,Yes,Yes,468333
1626,2013-07-27,Debt collection,Mortgage,Cont'd attempts collect debt not owed,Debt is not mine,0.616021900477389,-0.5402494046299343,Ocwen,NY,10458.0,,40.624223921317856,Web,2013-09-09,Closed,Yes,No,468335
1627,2013-08-09,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,0.6003851302813504,-1.8460737791174595,Resurgent Capital Services L.P.,GA,30028.0,,80.05306485014454,Web,2013-08-09,Closed with monetary relief,Yes,No,485258
1628,2013-08-05,Debt collection,Auto,Cont'd attempts collect debt not owed,Debt was paid,6.328193876600329,-1.0146956440777184,TD Bank US Holding Company,NC,28376.0,,92.6983925639518,Web,2013-08-08,Closed with non-monetary relief,Yes,Yes,473785
1629,2013-08-02,Mortgage,Conventional fixed mortgage,"Application, originator, mortgage broker",,2.3981047280219747,-1.5933647689289143,WCS LENDING LLC,NY,10065.0,,60.075359908321424,Web,2013-08-07,Untimely response,No,,472979
1630,2013-08-22,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,4.036786446211451,-0.6616758943890666,Wells Fargo & Company,CA,92780.0,,59.68377482445145,Referral,2013-08-23,Closed with explanation,Yes,No,500081
1631,2013-08-15,Credit reporting,,Incorrect information on credit report,Information is not mine,0.5830934654491557,-1.1951780459316155,"TransUnion Intermediate Holdings, Inc.",AL,36775.0,,18.718751588408473,Web,2013-08-15,Closed with explanation,Yes,No,489995
1632,2013-08-02,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,0.5044752238485303,-1.1354212777519925,"Select Portfolio Servicing, Inc",NJ,7079.0,,75.2243511513135,Web,2013-08-06,Closed with explanation,Yes,No,465377
1633,2013-07-27,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,2.159908885586243,-0.63012476438226,Bank of America,FL,33981.0,Older American,36.25853462729917,Web,2013-07-31,Closed with non-monetary relief,Yes,No,468353
1634,2013-08-22,Debt collection,I do not know,Improper contact or sharing of info,Talked to a third party about my debt,0.5156931979833648,-0.7270713304489514,"Mid Continent Credit Services, Inc",IL,60142.0,,57.637491061760045,Web,2013-08-22,Closed with explanation,Yes,No,500097
1635,2013-07-27,Bank account or service,Checking account,"Account opening, closing, or management",,0.6006768883943806,-0.7880832365097776,Regions Financial Corporation,AL,35244.0,,31.37715838997924,Web,2013-07-29,Closed,Yes,Yes,474938
1636,2013-08-15,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,1.8162351684071365,-1.9641987685960771,EverBank,CA,92336.0,,95.45880717088312,Web,2013-08-21,Closed with explanation,Yes,No,490127
1637,2013-08-22,Bank account or service,Checking account,Problems caused by my funds being low,,0.724711715821156,-0.579373348263129,TCF National Bank,MN,55016.0,,69.36331169996711,Web,2013-08-26,Closed with monetary relief,Yes,No,499318
1638,2013-08-05,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,0.9233518675856154,-1.9904041527215943,Ocwen,SC,29334.0,Older American,92.5234461259375,Phone,2013-08-08,Closed with explanation,Yes,No,463826
1639,2013-08-09,Money transfers,Domestic (US) money transfer,Other transaction issues,,0.722744860661849,-2.439531830449286,The Western Union Company,FL,32935.0,,42.89876077289546,Web,2013-08-09,Closed with explanation,Yes,No,485280
1640,2013-07-27,Credit reporting,,Incorrect information on credit report,Account status,1.5752927623755146,-2.21442202719056,Experian,GA,30213.0,Older American,15.124856934350152,Web,2013-08-01,Closed with non-monetary relief,Yes,No,475611
1641,2013-08-09,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.5032364610437443,-0.8151379753304393,Bank of America,NJ,8046.0,,9.166172667407597,Referral,2013-08-12,Closed with explanation,Yes,Yes,484828
1642,2013-08-09,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,2.20732322807734,-4.096746037720761,Ocwen,FL,34683.0,,2.3281541708233258,Referral,2013-08-12,Closed with explanation,Yes,No,485265
1643,2013-07-27,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,0.7535258171354285,-1.571373703353628,Encore Capital Group,CA,95961.0,,41.07863363213889,Web,2013-08-01,Closed with explanation,Yes,No,468366
1644,2013-08-05,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,0.6466474771155745,-2.1813587533230185,Bank of America,MD,20774.0,,4.839114251284224,Web,2013-08-08,Closed with explanation,Yes,No,475181
1645,2013-07-27,Mortgage,FHA mortgage,"Loan modification,collection,foreclosure",,1.233667429992191,-0.5020094483134271,Bank of America,NJ,7111.0,,51.253925069766915,Web,2013-07-30,Closed with explanation,Yes,No,468370
1646,2013-08-22,Mortgage,Reverse mortgage,"Application, originator, mortgage broker",,0.59195037273433,-1.3867302121294796,American Advisors Group,MD,21093.0,,64.20991579013852,Referral,2013-08-26,Closed with explanation,No,No,500818
1647,2013-08-02,Credit card,,Balance transfer,,4.15617308282784,-2.8586060716372304,Amex,MN,56628.0,,49.17054344627511,Referral,2013-08-05,Closed with monetary relief,Yes,Yes,473570
1648,2013-08-09,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,2.182192750321855,-0.8198149266598974,Bank of America,MI,48382.0,,36.64556360662898,Fax,2013-08-12,Closed with explanation,Yes,No,484597
1649,2013-08-02,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.9853429659281248,-0.8319542626085012,Specialized Loan Servicing LLC,FL,32966.0,,80.96969038016945,Referral,2013-08-02,Closed,Yes,No,479635
1650,2013-08-22,Credit reporting,,Incorrect information on credit report,Account status,0.7731342555396863,-0.823803809900501,Experian,DC,20004.0,Servicemember,98.4572098090121,Web,2013-08-22,Closed with explanation,Yes,No,501127
1651,2013-07-27,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,0.927235047003619,-1.0833215407872134,JPMorgan Chase & Co.,RI,2806.0,Older American,83.76729360055718,Web,2013-07-27,Closed with explanation,Yes,Yes,468383
1652,2013-07-27,Credit card,,Billing disputes,,0.9252936717136786,-1.070635636606208,Discover,DE,19805.0,,57.65166930689303,Web,2013-07-27,Closed with explanation,Yes,Yes,475556
1653,2013-08-15,Bank account or service,Checking account,"Account opening, closing, or management",,1.6406330249178893,-1.893552369858121,"SunTrust Banks, Inc.",GA,31763.0,Servicemember,45.416583965391574,Referral,2013-08-16,Closed with explanation,Yes,No,490652
1654,2013-08-09,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,0.8142840429320586,-3.1415057804152675,Ocwen,FL,33024.0,,89.79384568741379,Web,2013-08-29,Closed with explanation,Yes,No,484606
1655,2013-07-27,Debt collection,Medical,Communication tactics,Called outside of 8am-9pm,3.2501319965564064,-1.2697486154067352,"Expert Global Solutions, Inc.",KY,42071.0,,48.119715104439955,Web,2013-08-13,Closed with explanation,Yes,No,468388
1656,2013-07-27,Debt collection,"Other (i.e. phone, health club, etc.)",Disclosure verification of debt,Not given enough info to verify debt,0.718469437807886,-0.6097112871838217,"Southwest Recovery Services, Inc.",TX,77338.0,,7.422872141329135,Web,2013-08-01,Closed with non-monetary relief,No,No,468389
1657,2013-08-22,Credit reporting,,Unable to get credit report/credit score,Problem getting my free annual report,0.5956911372656385,-0.5153653730409601,Equifax,MD,20723.0,,70.93939071786087,Web,2013-08-22,Closed with non-monetary relief,Yes,Yes,500833
1658,2013-08-02,Bank account or service,Other bank product/service,"Account opening, closing, or management",,1.1676913679527539,-1.0814482826793541,Capital One,CA,96130.0,,48.01265237445613,Phone,2013-08-08,Closed with explanation,Yes,No,472992
1659,2013-08-09,Mortgage,Conventional adjustable mortgage (ARM),"Application, originator, mortgage broker",,0.9378876326185502,-2.55655389572772,LoanDepot,DC,20003.0,,85.21562674670321,Web,2013-08-12,Closed with explanation,Yes,Yes,485311
1660,2013-07-27,Mortgage,Conventional fixed mortgage,"Loan modification,collection,foreclosure",,1.6147235134968163,-1.3352977337515233,HSBC North America Holdings Inc.,TX,77346.0,,53.096333601739865,Web,2013-07-30,Closed with explanation,Yes,Yes,468391
1661,2013-07-27,Mortgage,FHA mortgage,"Loan servicing, payments, escrow account",,0.6177188384089263,-0.6994604108186052,Nationstar Mortgage,NY,12122.0,,44.94362586532292,Web,2013-07-31,Closed with explanation,Yes,Yes,468396
1662,2013-08-22,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,2.8724964940575637,-0.8409067643561641,"Bayview Loan Servicing, LLC",PA,17404.0,,17.57231812116921,Referral,2013-08-23,Closed with explanation,Yes,No,500845
1663,2013-08-22,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.110886547785995,-0.7972448585059466,HSBC North America Holdings Inc.,IA,52728.0,,1.4977659880777732,Referral,2013-08-27,Closed with explanation,Yes,Yes,500850
1664,2013-07-27,Mortgage,Conventional adjustable mortgage (ARM),"Loan modification,collection,foreclosure",,1.1741460199397216,-0.5006977137390757,Bank of America,NY,11709.0,"Older American, Servicemember",94.45159203870274,Web,2013-07-31,Closed with explanation,Yes,No,468416
1665,2013-08-02,Bank account or service,Checking account,"Account opening, closing, or management",,2.0383423886347174,-1.5491654985146812,JPMorgan Chase & Co.,NJ,7305.0,,18.659833778450395,Phone,2013-08-07,Closed with explanation,Yes,No,475026
1666,2013-08-02,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,1.3119243940804712,-0.5774955318256472,JPMorgan Chase & Co.,NC,28761.0,,41.4993397385862,Referral,2013-08-06,Closed with explanation,Yes,Yes,473574
1667,2013-08-15,Bank account or service,(CD) Certificate of deposit,Deposits and withdrawals,,0.9882982076476028,-0.5363808932273808,Citibank,NY,10465.0,,77.00550737636992,Web,2013-08-19,Closed with explanation,Yes,No,488808
1668,2013-08-22,Mortgage,VA mortgage,"Loan modification,collection,foreclosure",,1.3146600349343176,-1.2204641519145527,Bank of America,GA,30329.0,,30.200096716194025,Phone,2013-08-23,Closed with explanation,Yes,No,500176
1669,2013-08-22,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.5410735552303212,-1.093105349270159,Citibank,NJ,8830.0,,79.79850230414102,Referral,2013-08-26,Closed with explanation,Yes,Yes,500853
1670,2013-08-02,Mortgage,Other mortgage,"Loan modification,collection,foreclosure",,1.7322669417131067,-0.6036403780633365,Wells Fargo & Company,LA,70003.0,,27.696810465976544,Referral,2013-08-06,Closed with explanation,Yes,No,473604
1671,2013-07-27,Credit reporting,,Incorrect information on credit report,Account status,2.2720151392063643,-0.5088297025408156,Equifax,TN,37921.0,,9.665612181944775,Web,2013-07-27,Closed with non-monetary relief,Yes,No,468424
1672,2013-07-27,Debt collection,Non-federal student loan,False statements or representation,Attempted to collect wrong amount,1.1695087959942068,-0.5450321273952186,Discover,MN,56401.0,,27.70944415517608,Web,2013-07-30,Closed with non-monetary relief,Yes,No,468426
1673,2013-07-27,Credit reporting,,Credit reporting company's investigation,Problem with statement of dispute,0.6042384865791165,-4.937764211392216,"TransUnion Intermediate Holdings, Inc.",IN,46268.0,,10.34058240698793,Web,2013-07-27,Closed with explanation,Yes,No,468428
1674,2013-07-27,Credit reporting,,Credit reporting company's investigation,No notice of investigation status/result,1.4804171673388034,-1.276898306408627,"TransUnion Intermediate Holdings, Inc.",IN,46268.0,,76.31620214047442,Web,2013-08-01,Closed with explanation,Yes,No,468429
1675,2013-08-05,Credit card,,Late fee,,1.5812901805805224,-1.7517675408318445,Citibank,OK,73112.0,Older American,2.4000670019631176,Phone,2013-08-07,Closed with monetary relief,Yes,No,473865
1676,2013-08-05,Credit reporting,,Incorrect information on credit report,Public record,1.2668482695521175,-1.8462332305318832,Experian,IN,46928.0,,58.95445450617697,Web,2013-08-05,Closed with non-monetary relief,Yes,No,473875
1677,2013-08-22,Consumer Loan,Vehicle loan,Managing the loan or lease,,3.150744095261694,-1.3976050763324448,Ally Financial Inc.,WV,25413.0,Servicemember,78.21503748158325,Web,2013-08-23,Closed with explanation,Yes,No,500196
1678,2013-08-15,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,0.6692523803053544,-1.3268877456496668,Alorica Inc.,AZ,85014.0,Older American,42.890721937355586,Postal mail,2013-08-19,Closed with explanation,Yes,Yes,490176
1679,2013-07-27,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,0.700951467455323,-3.458579353446063,JPMorgan Chase & Co.,NV,89135.0,,19.094678672418908,Web,2013-07-30,Closed with explanation,Yes,Yes,468437
